stid,stname,degree,strength,betweenness,harmonic_closeness,hubscore
821,MERCHTEM,2,0,00,970,757576,42,284136,0,140301
754,LONZEE,2,0,00,6701,622619,36,491938,0,139610
1076,ST-D-BOEKEL,2,0,00,790,016667,42,316958,0,139343
1159,TROOZ,2,0,00,3001,166667,40,080935,0,139068
1085,LIERDE,2,0,00,753,702381,42,296203,0,138972
805,MASNUY-ST-P,3,0,00,720,016667,42,306193,0,138818
1130,TERHAGEN,2,0,00,918,459019,42,084165,0,138654
203,BRAINE-L'ALL,2,0,00,3957,670833,39,054864,0,138565
842,MOMALLE,2,0,00,1151,005556,41,759549,0,138040
289,COURT-ST-ET,2,0,00,5682,827579,37,226016,0,137800
364,ERBISOEUL,2,0,00,3132,565873,39,744520,0,137721
185,BOMAL,2,0,00,11946,116667,30,983020,0,137615
286,COURC-MOTTE,2,0,00,3416,958135,39,441563,0,137585
184,BOKRIJK,3,0,00,887,716667,41,910450,0,137319
736,LIGNY,2,0,00,4874,570437,37,829813,0,136504
470,GLONS,2,0,00,458,900000,42,204935,0,136462
900,NEERWINDEN,2,0,00,1743,027778,40,914784,0,136358
1136,THIEU,2,0,00,3362,911905,39,242329,0,135932
570,HOBOKEN-POLD,2,0,00,402,833333,42,165271,0,135839
212,BRUGGE-ST-P,4,0,00,3863,000000,38,707150,0,135677
611,JAMBES,2,0,00,7306,466667,35,279213,0,135604
12,ACREN,2,0,00,359,291270,42,070819,0,134939
433,GASTUCHE,2,0,00,5916,244444,36,539959,0,134828
632,KAPELLEN,2,0,00,2765,000000,39,587543,0,134310
1223,WAVRE,2,0,00,5855,822222,36,422556,0,133669
958,PERUWELZ,2,0,00,3580,088889,38,659562,0,133531
133,BEIGNEE,2,0,00,4941,000000,37,299302,0,133466
738,LILLOIS,2,0,00,3743,670833,38,482771,0,133436
684,LANDEN,3,0,00,1527,244444,40,602910,0,132919
471,GODARVILLE,2,0,00,1427,320635,40,650537,0,132582
801,MARLOIE,3,0,00,11376,183333,30,777929,0,132577
919,OBAIX-BUZET,2,0,00,3359,981944,38,699371,0,132363
114,BARVAUX,2,0,00,11633,450000,30,454240,0,132129
995,RHISNES,2,0,00,6004,522619,36,006755,0,131915
636,KIEWIT,3,0,00,319,466667,41,629638,0,131796
148,BEUZET,2,0,00,6414,405952,35,566203,0,131694
1066,SCHELLE,2,0,00,607,458874,41,323035,0,131660
873,MUNKZWALM,2,0,00,590,011111,41,318547,0,131518
462,GHLIN,2,0,00,2874,099206,39,001253,0,131185
24,AMPSIN,2,0,00,6645,525000,35,253641,0,131149
911,NIVELLES,2,0,00,3541,670833,38,331184,0,131135
120,BASSE-WAVRE,2,0,00,5780,450000,35,979030,0,130280
683,LANDELIES,2,0,00,4400,000000,37,265114,0,129733
38,ANTW-DAM,2,0,00,10,533333,41,589081,0,129527
797,MARIA-AALTER,2,0,00,1069,833333,40,468449,0,129072
1180,VERVIERS-PAL,2,0,00,2468,833333,39,023825,0,128703
67,APPELTERRE,2,0,00,923,287146,40,517433,0,128442
1031,ST-D-BOVESSE,2,0,00,6160,089286,35,310749,0,128373
818,MELR-HOTTON,2,0,00,11343,283333,30,154304,0,128286
395,FAUX,2,0,00,5359,160913,36,077392,0,128190
546,HEMIKSEM,2,0,00,334,958874,41,021191,0,127919
562,HERSTAL,2,0,00,717,066667,40,638967,0,127899
110,BAMBRUGGE,2,0,00,88,483333,41,251957,0,127828
327,DIKSMUIDE,2,0,00,1665,000000,39,564212,0,127021
789,MARCHE-DAMES,2,0,00,5420,608333,35,782583,0,126661
699,LEBBEKE,2,0,00,337,976623,40,818226,0,126611
788,MARCHE-FAM,2,0,00,11075,616667,30,154712,0,126552
1149,TILLY,2,0,00,4832,132341,36,303786,0,126251
619,JEMEPPE-S-M,2,0,00,52,333333,40,933685,0,125513
563,HERZELE,2,0,00,473,278066,40,491785,0,125355
